STATE,REGION,COUNTY,FIPSCODE,CCBP_RATE_SOGS_PER_1000,ACS_PER_CAPITA_INCOME,ACS_PCT_PERSON_INC99
Virginia,South,Chesterfield County,51041,0.1364530767,33145.5,7.1945
Virginia,South,Clarke County,51043,0.08751583239,38131.5,9.63775
Virginia,South,Craig County,51045,0.5835542037,22190,10.94175
Virginia,South,Culpeper County,51047,0.1922331939,28132,9.30125
Virginia,South,Cumberland County,51049,0.2041487786,22362,19.50725
Virginia,South,Dickenson County,51051,0.2626721681,19300.25,21.015
Virginia,South,Dinwiddie County,51053,0.1774197298,23735.75,14.401
Virginia,South,Essex County,51057,0.1801617505,23013,12.69025
Virginia,South,Fairfax County,51059,0.1697973037,51136.25,5.956
Virginia,South,Fauquier County,51061,0.1578945912,41042.5,5.73225
Virginia,South,Floyd County,51063,0.1928279221,23156.75,11.27
Virginia,South,Fluvanna County,51065,0.1152617253,30020,6.75275
Virginia,South,Franklin County,51067,0.07558192017,25188.25,14.4655
Virginia,South,Frederick County,51069,0.1176246071,30800,6.356
Virginia,South,Giles County,51071,0.2966285453,24636,12.43325
Virginia,South,Gloucester County,51073,0.1352135065,29752,8.216
Virginia,South,Goochland County,51075,0.09086519413,45926.5,5.6095
Virginia,South,Grayson County,51077,0.0793134482,19820.75,20.14875
Virginia,South,Greene County,51079,0.1046585783,28145.25,11.052
Virginia,South,Halifax County,51083,0.2771301803,20298.5,19.8785
Virginia,South,Hanover County,51085,0.1291665276,34590.75,5.70575
Virginia,South,Henrico County,51087,0.2044640873,33829.5,10.68575
Virginia,South,Henry County,51089,0.2157864442,20048.5,18.0485
Virginia,South,Highland County,51091,0.5654297743,27216.5,11.96175
Virginia,South,Isle Of Wight County,51093,0.1390185737,31425,11.473
Virginia,South,James City County,51095,0.1380487372,40052.25,8.27875
Virginia,South,King George County,51099,0.09855529577,34739.75,5.99775
Virginia,South,King William County,51101,0.2000696764,28383,11.29875
Virginia,South,Lancaster County,51103,0.2764067984,31162,10.97725
Virginia,South,Lee County,51105,0.2435396591,17288,26.06
Virginia,South,Loudoun County,51107,0.1576863569,47400,3.864
Virginia,South,Louisa County,51109,0.1085638499,27881.75,10.4885
Virginia,South,Lunenburg County,51111,0.3421001256,18259,20.871
Virginia,South,Madison County,51113,0.4402376492,26471.25,12.82275
Virginia,South,Mathews County,51115,0.2265453188,33036,8.948
Virginia,South,Mecklenburg County,51117,0.177233797,20741,19.28375
Virginia,South,Middlesex County,51119,0.2799023307,30177,9.884
Virginia,South,Montgomery County,51121,0.1130606547,24865.5,24.74525
Virginia,South,Nelson County,51125,0.1350720807,27828.5,14.39275
Virginia,South,New Kent County,51127,0.1736977425,33829.75,5.82
Virginia,South,Northampton County,51131,0.2076972996,23176.5,23.2475
Virginia,South,Northumberland County,51133,0.3061013204,30422,11.313
Virginia,South,Nottoway County,51135,0.2570361277,19179.5,20.778
Virginia,South,Orange County,51137,0.09289500595,29155,11.6025
Virginia,South,Page County,51139,0.2320481973,22340.5,16.181
Virginia,South,Patrick County,51141,0.110844923,19403.25,20.1545
Virginia,South,Pittsylvania County,51143,0.08449174648,21878.75,15.0515
Virginia,South,Powhatan County,51145,0.1146951877,32012.5,5.32075
Virginia,South,Prince Edward County,51147,0.1525923647,17919.25,20.294
Virginia,South,Prince George County,51149,0.06637576115,25115.25,9.47125
Virginia,South,Prince William County,51153,0.1426037798,37279.75,6.6365
Virginia,South,Pulaski County,51155,0.1599876642,25000.75,13.618
Virginia,South,Rappahannock County,51157,0.2707881491,36292.25,10.14625
Virginia,South,Richmond County,51159,0.1691502865,19857.25,13.23975
Virginia,South,Roanoke County,51161,0.1258091617,31795.5,7.68875
Virginia,South,Rockbridge County,51163,0.1562276866,27099.75,13.59875
Virginia,South,Rockingham County,51165,0.1438276148,27156.5,11.02025
Virginia,South,Russell County,51167,0.08928324483,20269,18.912
Virginia,South,Scott County,51169,0.3237463756,21272.75,19.4295
Virginia,South,Shenandoah County,51171,0.2515567261,25449.5,11.82625
Virginia,South,Smyth County,51173,0.1904512459,21733.75,18.53875
Virginia,South,Southampton County,51175,0.164912056,23281,15.2335
Virginia,South,Spotsylvania County,51177,0.1566617494,31918.5,8.098
Virginia,South,Stafford County,51179,0.0859859933,37197.75,5.21425
Virginia,South,Surry County,51181,0.3354922613,24391.75,11.95025
Virginia,South,Sussex County,51183,0.1922525166,15664.5,19.1965
Virginia,South,Tazewell County,51185,0.1856008191,22296.25,18.34475
Virginia,South,Warren County,51187,0.1598437375,29187.5,9.85525
Virginia,South,Washington County,51191,0.2617922994,25388.5,12.893
Virginia,South,Westmoreland County,51193,0.299127491,26663,12.505
Virginia,South,Wise County,51195,0.2452376247,20073.5,22.05025
Virginia,South,Wythe County,51197,0.2061762529,23664.25,15.19625
Virginia,South,York County,51199,0.1081974594,36243.75,6.1175
Virginia,South,Alexandria City,51510,0.2486426692,54900,8.81475
Virginia,South,Bristol City,51520,0.2471609054,20509,20.38
Virginia,South,Buena Vista City,51530,0.1528971908,17006.25,24.87225
Virginia,South,Charlottesville City,51540,0.4795220722,29165,26.69525
Virginia,South,Chesapeake City,51550,0.1207248823,30026.75,9.1975
Virginia,South,Colonial Heights City,51570,0.2006928316,27668.25,11.029
Virginia,South,Covington City,51580,0.1747123111,20742.5,22.5255
Virginia,South,Danville City,51590,0.3739384091,20717.5,24.91075
Virginia,South,Emporia City,51595,0.5375929992,19411,32.8715
Virginia,South,Fairfax City,51600,0.6988391167,44964.75,7.28125
Virginia,South,Falls Church City,51610,0.6653765447,62663.25,3.49475
Virginia,South,Franklin City,51620,0.2391409774,21036.25,21.66575
Virginia,South,Fredericksburg City,51630,0.2491973108,28811.25,17.723
Virginia,South,Galax City,51640,0.6244747772,21040.25,25.71325
Virginia,South,Hampton City,51650,0.1408099942,25337.5,15.30275
Virginia,South,Harrisonburg City,51660,0.3232314176,18053.75,32.9035
Virginia,South,Hopewell City,51670,0.3032373859,20989,19.33825
Virginia,South,Lexington City,51678,0.4548453915,15231.75,20.7845
Virginia,South,Lynchburg City,51680,0.1999868748,21585.5,24.6105
Virginia,South,Manassas City,51683,0.4186464936,29046.75,10.57925
Virginia,South,Manassas Park City,51685,0.09251080383,28003.25,8.2415
Virginia,South,Martinsville City,51690,0.3206315412,20920.75,25.17575
Virginia,South,Newport News City,51700,0.1850819161,25401.75,15.5395
Virginia,South,Norfolk City,51710,0.1696837607,24754.5,20.4335
Virginia,South,Norton City,51720,0.4935005048,21145.75,20.86925
Virginia,South,Petersburg City,51730,0.4461279288,19271,27.895
Virginia,South,Poquoson City,51735,0.1664061348,38546.75,5.176
Virginia,South,Portsmouth City,51740,0.1225695534,23327.5,18.2385
Virginia,South,Radford City,51750,0.1157313606,16338.5,38.91
Virginia,South,Richmond City,51760,0.2815352017,28019.5,25.52825
Virginia,South,Roanoke City,51770,0.2693167174,23539,21.928
Virginia,South,Salem City,51775,0.2367972866,27668,10.97225
Virginia,South,Staunton City,51790,0.3205060094,25467,17.417
Virginia,South,Suffolk City,51800,0.1572393752,29776.75,11.392
Virginia,South,Virginia Beach City,51810,0.1690939392,32482.5,8.171
Virginia,South,Waynesboro City,51820,0.3725636439,22377.5,18.7265
Virginia,South,Williamsburg City,51830,0.2885509647,24122,21.29275
Virginia,South,Winchester City,51840,0.3274346217,26462.5,16.59475
Washington,West,Adams County,53001,0.3121952456,17420.75,22.621
Washington,West,Asotin County,53003,0.1916147382,25096.75,14.6345
Washington,West,Benton County,53005,0.1457290482,28982.5,13.64475
Washington,West,Chelan County,53007,0.3082479883,25796.25,13.73325
Washington,West,Clallam County,53009,0.2023074635,26539.25,15.1175
Washington,West,Clark County,53011,0.1353423348,28723.75,11.4155
Washington,West,Columbia County,53013,0.5649256011,24577,16.76425
Washington,West,Cowlitz County,53015,0.1264269485,24153.75,17.58775
Washington,West,Douglas County,53017,0.2920668961,23286.75,14.92525
Washington,West,Ferry County,53019,0.4956436426,20611.5,22.258
Washington,West,Franklin County,53021,0.217897475,20223.5,18.62375
Washington,West,Garfield County,53023,0.4491617963,24479.5,11.825
Washington,West,Grant County,53025,0.2873191587,20060.5,18.61375
Washington,West,Grays Harbor County,53027,0.4079784493,22551,18.0985
Washington,West,Island County,53029,0.1819498684,31710.75,9.46025
Washington,West,Jefferson County,53031,0.2964260183,29084.25,12.49125
Washington,West,King County,53033,0.2458729091,41465,11.29
Washington,West,Kitsap County,53035,0.1878848566,32133.5,10.61325
Washington,West,Kittitas County,53037,0.2553352145,23927.75,21.929
Washington,West,Klickitat County,53039,0.4047489953,22657,16
Washington,West,Lewis County,53041,0.3644214024,22433.25,16.19675
Washington,West,Lincoln County,53043,0.4133834387,25415.25,14.4075
Washington,West,Mason County,53045,0.1885189364,24537.5,17.12925
Washington,West,Okanogan County,53047,0.4418710444,21805.5,21.2085
Washington,West,Pacific County,53049,0.3982700664,22805.5,18.019
Washington,West,Pend Oreille County,53051,0.4038803609,22774,20.8925
Washington,West,Pierce County,53053,0.1958849298,28842,12.59625
Washington,West,San Juan County,53055,0.8072162157,38967,11.193
Washington,West,Skagit County,53057,0.2190047688,27760.75,14.8345
Washington,West,Skamania County,53059,0.1752950092,28897,13.525
Washington,West,Snohomish County,53061,0.2071757835,32389,10.0375
Washington,West,Spokane County,53063,0.1623476337,26184.75,15.623
Washington,West,Stevens County,53065,0.2122173426,22246.75,17.124
Washington,West,Thurston County,53067,0.1993706884,29994.25,11.99525
Washington,West,Wahkiakum County,53069,0.3682572798,24412.75,18.90825
Washington,West,Walla Walla County,53071,0.2304489941,23930.25,17.12875
Washington,West,Whatcom County,53073,0.2019403835,27058.5,16.1715
Washington,West,Whitman County,53075,0.1832896269,21109.75,31.65175
Washington,West,Yakima County,53077,0.2776365713,19935,21.7175
West Virginia,South,Barbour County,54001,0.1777950493,18106.5,20.32625
West Virginia,South,Berkeley County,54003,0.09912352401,26566,13.788
West Virginia,South,Boone County,54005,0.2659594438,21531.25,22.781
West Virginia,South,Braxton County,54007,0.1912856993,19189.75,21.1305
West Virginia,South,Brooke County,54009,0.1506213197,23593,13.12975
West Virginia,South,Cabell County,54011,0.1580863374,23750.75,22.07275
West Virginia,South,Calhoun County,54013,0.1336047626,19127.25,19.6055
West Virginia,South,Clay County,54015,0.1401590793,16758.5,25.398
West Virginia,South,Doddridge County,54017,0.1166324868,18895.25,15.47325
West Virginia,South,Fayette County,54019,0.2059571278,19282.75,20.3355
West Virginia,South,Gilmer County,54021,0.1192481889,17380.25,27.92025
West Virginia,South,Grant County,54023,0.3432811978,20147.25,15.14775
West Virginia,South,Greenbrier County,54025,0.1614090476,22544.25,19.0525
West Virginia,South,Hampshire County,54027,0.171053827,18465,19.087
West Virginia,South,Hancock County,54029,0.3241382452,23773.5,15.99025
West Virginia,South,Hardy County,54031,0.1439871448,21040,14.48575
West Virginia,South,Harrison County,54033,0.1894146064,24361.75,16.4765
West Virginia,South,Jackson County,54035,0.1114220862,22769.5,17.30025
West Virginia,South,Jefferson County,54037,0.1076999006,30651.25,11.52575
West Virginia,South,Kanawha County,54039,0.1823328549,27939.75,15.25
West Virginia,South,Lewis County,54041,0.2283478698,20945.75,19.9885
West Virginia,South,Lincoln County,54043,0.3046790666,18953,26.56875
West Virginia,South,Logan County,54045,0.3373635484,20466.25,19.83825
West Virginia,South,Mcdowell County,54047,0.3490853875,14509.75,36.14425
West Virginia,South,Marion County,54049,0.1675566045,23789,16.35125
West Virginia,South,Marshall County,54051,0.1781729059,23864.25,14.698
West Virginia,South,Mason County,54053,0.09229224233,20134.5,18.75975
West Virginia,South,Mercer County,54055,0.1588027088,20839,21.7405
West Virginia,South,Mineral County,54057,0.2634632838,19511.75,16.966
West Virginia,South,Mingo County,54059,0.1768403124,20187.5,24.44525
West Virginia,South,Monongalia County,54061,0.1562314022,26577.5,22.364
West Virginia,South,Monroe County,54063,0.2029425084,20567.5,15.99975
West Virginia,South,Morgan County,54065,0.2283235737,23126,13.21725
West Virginia,South,Nicholas County,54067,0.2630754548,23382.75,18.53175
West Virginia,South,Ohio County,54069,0.2724540169,26929.5,16.147
West Virginia,South,Pendleton County,54071,0.2438229048,22010.75,19.34075
West Virginia,South,Pleasants County,54073,0.1658626564,22622.75,16.5565
West Virginia,South,Pocahontas County,54075,0.551568573,21417,17.733
West Virginia,South,Preston County,54077,0.1331375059,21376.75,14.3145
West Virginia,South,Putnam County,54079,0.1545966561,28758.75,10.269
West Virginia,South,Raleigh County,54081,0.1866238646,22304,17.408
West Virginia,South,Randolph County,54083,0.1707832735,20819.25,16.45125
West Virginia,South,Ritchie County,54085,0.3472750966,19225.75,19.96925
West Virginia,South,Roane County,54087,0.2080453474,18344,22.91225
West Virginia,South,Summers County,54089,0.1508938351,19149,18.011
West Virginia,South,Taylor County,54091,0.1176938401,21957,18.21575
West Virginia,South,Tucker County,54093,0.3183928792,21854.75,15.296
West Virginia,South,Tyler County,54095,0.2221241918,21176.25,19.10975
West Virginia,South,Upshur County,54097,0.162157227,20156.5,18.833
West Virginia,South,Wayne County,54099,0.1573725205,19931,20.2575
West Virginia,South,Webster County,54101,0.3451265096,17969,25.26975
West Virginia,South,Wetzel County,54103,0.4567521855,21438,20.21625
West Virginia,South,Wirt County,54105,0.3881993255,22309.5,16.8255
West Virginia,South,Wood County,54107,0.139086404,24599.75,16.926
West Virginia,South,Wyoming County,54109,0.2562799673,18987,21.05425
Wisconsin,Midwest,Adams County,55001,0.04966324229,22821.5,12.52925
Wisconsin,Midwest,Ashland County,55003,0.4098776748,21685,16.7265
Wisconsin,Midwest,Barron County,55005,0.2974653418,24040.5,12.7475
Wisconsin,Midwest,Bayfield County,55007,0.3836227554,26275.5,12.3465
Wisconsin,Midwest,Brown County,55009,0.1293963835,28046,11.653
Wisconsin,Midwest,Buffalo County,55011,0.1695864418,25712.5,11.59025
Wisconsin,Midwest,Burnett County,55013,0.1971594735,23855.25,16.204
Wisconsin,Midwest,Calumet County,55015,0.1309509169,29662,6.442
Wisconsin,Midwest,Chippewa County,55017,0.1460664691,25418.75,10.78275
Wisconsin,Midwest,Clark County,55019,0.2396067191,21504.5,15.59225
Wisconsin,Midwest,Columbia County,55021,0.132261304,28957.75,8.9715
Wisconsin,Midwest,Crawford County,55023,0.3214897405,22959,12.8185
Wisconsin,Midwest,Dane County,55025,0.15337922,34464,12.93525
Wisconsin,Midwest,Dodge County,55027,0.1338360446,25106.5,9.0415
Wisconsin,Midwest,Door County,55029,0.4465543157,31140,10.2175
Wisconsin,Midwest,Douglas County,55031,0.1721449138,25294.25,15.48625
Wisconsin,Midwest,Dunn County,55033,0.1471120102,23760.25,15.02975
Wisconsin,Midwest,Eau Claire County,55035,0.1370814333,25981,15.24175
Wisconsin,Midwest,Florence County,55037,0.3453646299,25156,10.50425
Wisconsin,Midwest,Fond Du Lac County,55039,0.1348414581,27259,9.3845
Wisconsin,Midwest,Forest County,55041,0.1654170337,21383.5,17.1095
Wisconsin,Midwest,Grant County,55043,0.2513530733,22522,15.98325
Wisconsin,Midwest,Green County,55045,0.2644133624,27922.25,9.4115
Wisconsin,Midwest,Green Lake County,55047,0.3069594639,25585.5,11.76075
Wisconsin,Midwest,Iowa County,55049,0.1699392066,27737.75,9.983
Wisconsin,Midwest,Iron County,55051,0.346732648,24837,13.81375
Wisconsin,Midwest,Jackson County,55053,0.1338943678,22847.75,15.50525
Wisconsin,Midwest,Jefferson County,55055,0.1538841028,26545.25,10.84175
Wisconsin,Midwest,Juneau County,55057,0.1704773958,22916,13.72075
Wisconsin,Midwest,Kenosha County,55059,0.1907746777,26730.75,14.929
Wisconsin,Midwest,Kewaunee County,55061,0.1965242194,26281.75,9.33
Wisconsin,Midwest,La Crosse County,55063,0.097930168,27195,14.4445
Wisconsin,Midwest,Lafayette County,55065,0.313564711,24747,11.232
Wisconsin,Midwest,Langlade County,55067,0.2604685104,23671,15.55825
Wisconsin,Midwest,Lincoln County,55069,0.1695657987,25804.5,10.426
Wisconsin,Midwest,Manitowoc County,55071,0.1158887143,26189.25,9.97
Wisconsin,Midwest,Marathon County,55073,0.1905893607,28140,11.009
Wisconsin,Midwest,Marinette County,55075,0.2144045095,24246.75,13.059
Wisconsin,Midwest,Marquette County,55077,0.2149486192,24181.5,13.108
Wisconsin,Midwest,Milwaukee County,55079,0.2345209202,24945.5,21.56375
Wisconsin,Midwest,Monroe County,55081,0.1436934416,23885.5,14.731
Wisconsin,Midwest,Oconto County,55083,0.1335356096,26677,9.6805
Wisconsin,Midwest,Oneida County,55085,0.2543921835,26977.25,10.4325
Wisconsin,Midwest,Outagamie County,55087,0.1314220752,28742.25,8.87
Wisconsin,Midwest,Ozaukee County,55089,0.1510191616,43122.5,5.22975
Wisconsin,Midwest,Pepin County,55091,0.274612442,25135.75,13.09625
Wisconsin,Midwest,Pierce County,55093,0.2068978286,28774.5,12.31225
Wisconsin,Midwest,Polk County,55095,0.2773366552,26405.75,10.5685
Wisconsin,Midwest,Portage County,55097,0.1028333797,25834.25,14.4095
Wisconsin,Midwest,Price County,55099,0.2942164083,25325,14.0405
Wisconsin,Midwest,Racine County,55101,0.1964100924,27801,12.897
Wisconsin,Midwest,Richland County,55103,0.2828389749,23798.75,13.93625
Wisconsin,Midwest,Rock County,55105,0.1460695219,24978,14.726
Wisconsin,Midwest,Rusk County,55107,0.2107565952,21776.25,17.1125
Wisconsin,Midwest,St. Croix County,55109,0.1124459006,33222.25,6.643
Wisconsin,Midwest,Sauk County,55111,0.2216883296,26192,11.627
